£||#||#||———
name||set||set_code||id||type||power||toughness||loyalty||manacost||converted_manacost||artist||flavor||color||generated_mana||number||rarity||rating||ruling||variation||ability||pricing_low||pricing_mid||pricing_high||watermark||print_number||is_original||back_id||number_int||name_CN||name_TW||name_FR||name_DE||name_IT||name_JP||name_PT||name_RU||name_ES||name_KO||type_CN||type_TW||type_FR||type_DE||type_IT||type_JP||type_PT||type_RU||type_ES||type_KO||ability_CN||ability_TW||ability_FR||ability_DE||ability_IT||ability_JP||ability_PT||ability_RU||ability_ES||ability_KO||flavor_CN||flavor_TW||flavor_FR||flavor_DE||flavor_IT||flavor_JP||flavor_PT||flavor_RU||flavor_ES||flavor_KO||color_identity||fully_handled||custom_sort||legality_Block||legality_Standard||legality_Modern||legality_Legacy||legality_Vintage||legality_Highlander||legality_French_Commander||legality_Tiny_Leaders_Commander||legality_Leviathan_Commander||legality_Commander||legality_Peasant||legality_Pauper||
The Scarab God||Masterpiece Series: Amonkhet Invocations||AKHM||430688||Legendary Creature — God||5||5||||{3}{U}{B}||5||Grzegorz Rutkowski||||UB (O)||||53||T||5||£6/27/2017 : The number of Zombies you control is counted as The Scarab God’s first ability resolves. Players can try to change that number in response to the ability (perhaps by activating its second ability).£6/27/2017 : The token copies exactly what was printed on the original card and nothing else, except the characteristics it specifically modifies. It doesn’t copy any information about the object the card was before it was put into its owner’s graveyard.£6/27/2017 : The token is a Zombie instead of its other types (unlike Zombies created by an eternalize ability) and is black instead of its other colors. Its power and toughness are 4/4. These are copiable values of the token that other effects may copy.£6/27/2017 : Unlike the tokens created by an eternalize ability, this token has the mana cost and thus converted mana cost of the card it’s copying.£6/27/2017 : If the card copied by the token had any “when [this permanent] enters the battlefield” abilities, then the token also has those abilities and will trigger them when it’s created. Similarly, any “as [this permanent] enters the battlefield” or “[this permanent] enters the battlefield with” abilities that the token has copied will also work.£6/27/2017 : In a Two-Headed Giant game, The Scarab God’s first ability causes the opposing team to lose life equal to twice the number of Zombies you control, although you scry only equal to the number of Zombies you control.£6/27/2017 : If this creature dies but leaves your graveyard before the next end step, it will remain in its new zone.£6/27/2017 : The “next end step” refers to the next end step that occurs, not the end step of the next turn. If this creature dies before a turn’s end step (for example, during combat), it will be returned to its owner’s hand at the beginning of that turn’s end step.||||At the beginning of your upkeep, each opponent loses X life and you scry X, where X is the number of Zombies you control.£{2}{U}{B}: Exile target creature card from a graveyard. Create a token that's a copy of it, except it's a 4/4 black Zombie.£When The Scarab God dies, return it to its owner's hand at the beginning of the next end step.||||||||||||||||53||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||UB||True||||||||||||||||||||||||||||
The Scorpion God||Masterpiece Series: Amonkhet Invocations||AKHM||430689||Legendary Creature — God||6||5||||{3}{B}{R}||5||Grzegorz Rutkowski||||RB (O)||||54||T||5||£6/27/2017 : You’ll draw only one card when a creature with more than one -1/-1 counter on it dies.£6/27/2017 : If a creature with a -1/-1 counter on it dies at the same time as The Scorpion God does, you’ll draw a card. The same is true if The Scorpion God dies with a -1/-1 counter on it.£6/27/2017 : If this creature dies but leaves your graveyard before the next end step, it will remain in its new zone.£6/27/2017 : The “next end step” refers to the next end step that occurs, not the end step of the next turn. If this creature dies before a turn’s end step (for example, during combat), it will be returned to its owner’s hand at the beginning of that turn’s end step.||||Whenever a creature with a -1/-1 counter on it dies, draw a card.£{1}{B}{R}: Put a -1/-1 counter on another target creature.£When The Scorpion God dies, return it to its owner's hand at the beginning of the next end step.||||||||||||||||54||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||BR||True||||||||||||||||||||||||||||
Thoughtseize||Masterpiece Series: Amonkhet Invocations||AKHM||430680||Sorcery||||||||{B}||1||James Ryman||||B||||45||T||5||£9/15/2013 : The loss of life is part of the spell’s effect. It’s not an additional cost. If Thoughtseize is countered, you won’t lose life.£2/1/2014 : If you target yourself with this spell, you must reveal your entire hand to the other players just as any other player would.||||Target player reveals his or her hand. You choose a nonland card from it. That player discards that card. You lose 2 life.||||||||||||||||45||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||B||True||||||||||||||||||||||||||||
Threads of Disloyalty||Masterpiece Series: Amonkhet Invocations||AKHM||430672||Enchantment — Aura||||||||{1}{U}{U}||3||Yongjae Choi||||U||||37||T||5||£2/1/2005 : Threads of Disloyalty can’t target a creature with converted mana cost 3 or greater. If it somehow enchants a creature with converted mana cost 3 or greater, Threads of Disloyalty is put into the graveyard the next time state-based actions are checked.£2/1/2005 : Creatures on the battlefield treat {X} in their mana cost as 0 for the purposes of calculating converted mana costs.£2/1/2005 : Tokens usually have a converted mana cost of 0.||||Enchant creature with converted mana cost 2 or less£You control enchanted creature.||||||||||||||||37||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||U||True||||||||||||||||||||||||||||
Through the Breach||Masterpiece Series: Amonkhet Invocations||AKHM||430684||Instant — Arcane||||||||{4}{R}||5||Darek Zabrocki||||R||||49||T||5||£5/1/2007 : Putting the card onto the battlefield is optional. When the ability resolves, you can choose not to.£6/7/2013 : You reveal all cards you intend to splice at the same time. Each individual card can be spliced only once onto any one spell.£6/7/2013 : A card with a splice ability can’t be spliced onto itself because the spell is on the stack (and not in your hand) when you reveal the cards you want to splice onto it.£6/7/2013 : You choose all targets for the spell after revealing cards you want to splice, including any targets required by the text of any of those cards. You may choose a different target for each instance of the word “target” on the resulting spell.£6/7/2013 : If all of the spell’s targets are illegal when the spell tries to resolve, it will be countered and none of its effects will happen.||||You may put a creature card from your hand onto the battlefield. That creature gains haste. Sacrifice that creature at the beginning of the next end step.£Splice onto Arcane {2}{R}{R} #(As you cast an Arcane spell, you may reveal this card from your hand and pay its splice cost. If you do, add this card's effects to that spell.)#||||||||||||||||49||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||R||True||||||||||||||||||||||||||||
Vindicate||Masterpiece Series: Amonkhet Invocations||AKHM||429889||Sorcery||||||||{1}{W}{B}||3||Igor Kieryluk||||WB (O)||||30||T||5||||||Destroy target permanent.||||||||||||||||30||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||WB||True||||||||||||||||||||||||||||
Worship||Masterpiece Series: Amonkhet Invocations||AKHM||429865||Enchantment||||||||{3}{W}||4||Cliff Childs||||W||||6||T||5||£10/4/2004 : It reduces your life total to 1, not the damage to 1.£10/4/2004 : Worship does not prevent damage. It causes some damage to be unable to lower your life total. So any damage rendered useless by Worship was still dealt and is counted by effects that track the amount of damage done to a player. In addition, Worship does not prevent loss of life, so loss of life bypasses Worship.||||If you control a creature, damage that would reduce your life total to less than 1 reduces it to 1 instead.||||||||||||||||6||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||W||True||||||||||||||||||||||||||||
Wrath of God||Masterpiece Series: Amonkhet Invocations||AKHM||429866||Sorcery||||||||{2}{W}{W}||4||Titus Lunter||||W||||7||T||5||||||Destroy all creatures. They can't be regenerated.||||||||||||||||7||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||W||True||||||||||||||||||||||||||||
Abandoned Sarcophagus||Hour of Devastation||HOU||430847||Artifact||||||||{3}||3||Daarken||#Although long since dead, the banished dissenters finally took their vengeance.#||A||||158||R||5||£6/27/2017 : A token permanent with cycling will go to your graveyard before ceasing to exist. It won’t be exiled. Similarly, a nontoken permanent that lost cycling while it was on the battlefield will also go to your graveyard.£6/27/2017 : If you cycle an instant card, you may cast it from your graveyard right away before any player may take any other action. If you do, that spell will resolve before the cycling ability. If you cycle a noninstant card without flash, you can’t cast it until after the cycling ability has resolved.£6/27/2017 : Abandoned Sarcophagus doesn’t grant you permission to do anything with those cards except cast them. For example, you can’t cycle nonland cards with cycling from your graveyard.£6/27/2017 : Certain older cards have variants of cycling, such as basic landcycling or Wizardcycling. Abandoned Sarcophagus’s effect lets you cast these cards and exiles them if they weren’t discarded for their cycling variant’s ability.||||You may cast nonland cards with cycling from your graveyard.£If a card with cycling would be put into your graveyard from anywhere and it wasn't cycled, exile it instead.||||||||||||||||158||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||True||||||||||||||||||||||||||||
Abrade||Hour of Devastation||HOU||430772||Instant||||||||{1}{R}||2||Jonas De Ro||#The desert is a voracious beast, devouring both flesh and stone.#||R||||83||U||5||||||Choose one —£• Abrade deals 3 damage to target creature.£• Destroy target artifact.||||||||||||||||83||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||R||True||||||||||||||||||||||||||||
Accursed Horde||Hour of Devastation||HOU||430745||Creature — Zombie||3||3||||{3}{B}||4||Victor Adame Minguez||||B||||56||U||5||£6/27/2017 : Accursed Horde’s ability can target itself while it’s attacking.£6/27/2017 : The target Zombie gains indestructible for the rest of the turn, even after it stops being an attacking creature.||||{1}{B}: Target attacking Zombie gains indestructible until end of turn. #(Damage and effects that say "destroy" don't destroy it. If its toughness is 0 or less, it's still put into its owner's graveyard.)#||||||||||||||||56||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||B||True||||||||||||||||||||||||||||
Act of Heroism||Hour of Devastation||HOU||430690||Instant||||||||{1}{W}||2||Magali Villeneuve||#"On every plane, there are those who run toward danger."£—Gideon Jura#||W||||1||C||5||£6/27/2017 : You can cast Act of Heroism even if the target creature won’t be able to block right away, perhaps because you’re the attacking player.£6/27/2017 : Untapping an attacking creature doesn’t remove it from combat.£6/27/2017 : Act of Heroism can target an untapped creature. It still gets +2/+2 and can block an additional creature.£6/27/2017 : The effects of Act of Heroism are cumulative. If multiples resolve targeting the same creature, that creature can block that many additional creatures this turn.||||Untap target creature. It gets +2/+2 until end of turn and can block an additional creature this turn.||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||W||True||||||||||||||||||||||||||||
Adorned Pouncer||Hour of Devastation||HOU||430691||Creature — Cat||1||1||||{1}{W}||2||Slawomir Maniak||||W||||2||R||5||£6/27/2017 : For each card with eternalize, a corresponding game play supplement token can be found in some Hour of Devastation booster packs. These supplements are not required to play with cards with eternalize; you can use the same items to represent an eternalized token as you would any other token.£6/27/2017 : If a creature card with eternalize is put into your graveyard during your main phase, you’ll have priority immediately afterward. You can activate its eternalize ability before any player can try to exile it, such as with Crook of Condemnation, if it’s legal for you to do so.£6/27/2017 : Once you’ve activated an eternalize ability, the card is immediately exiled. Opponents can’t try to stop the ability by exiling the card with an effect such as that of Crook of Condemnation.£6/27/2017 : The token copies exactly what was printed on the original card and nothing else, except the characteristics specifically modified by eternalize. It doesn’t copy any information about the object the card was before it was put into your graveyard.£6/27/2017 : The token is a Zombie in addition to its other types and is black instead of its other colors. Its base power and toughness are 4/4. It has no mana cost, and thus its converted mana cost is 0. These are copiable values of the token that other effects may copy.||||Double strike£Eternalize {3}{W}{W} #({3}{W}{W}, Exile this card from your graveyard: Create a token that's a copy of it, except it's a 4/4 black Zombie Cat with no mana cost. Eternalize only as a sorcery.)#||||||||||||||||2||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||W||True||||||||||||||||||||||||||||
Aerial Guide||Hour of Devastation||HOU||430718||Creature — Drake||2||2||||{2}{U}||3||Sidharth Chaturvedi||#"Kefnet taught us to turn obstacles into advantages."£—Neponem, vizier of Kefnet#||U||||29||C||5||||||Flying£Whenever Aerial Guide attacks, another target attacking creature gains flying until end of turn.||||||||||||||||29||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||U||True||||||||||||||||||||||||||||
